"assessmentId","internalTaxonId","scientificName","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","infraType","infraName","infraAuthority","authority","redlistCategory","redlistCriteria","criteriaVersion","populationTrend","scopes","valid"
3537154,133077,"Coscinaraea mcneilli","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","SIDERASTREIDAE","Coscinaraea","mcneilli",NA,NA,NA,"Wells 1962","Least Concern","",3.1,"Unknown","Global","Coscinaraea mcneilli"
3537466,133007,"Montipora malampaya","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","malampaya",NA,NA,NA,"Nemenzo, 1967","Vulnerable","A4c",3.1,"Decreasing","Global","Montipora malampaya"
3537856,133078,"Favites acuticollis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favites","acuticollis",NA,NA,NA,"(Ortmann, 1889)","Near Threatened","",3.1,"Decreasing","Global","Favites acuticollis"
3538624,133079,"Montipora meandrina","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","meandrina",NA,NA,NA,"(Ehrenberg, 1834)","Vulnerable","A4c",3.1,"Decreasing","Global","Montipora maeandrina"
3539011,133009,"Favia albidus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favia","albidus",NA,NA,NA,"Veron, 2002","Near Threatened","",3.1,"Decreasing","Global","Dipsastraea albida"
3539345,133080,"Acropora selago","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","selago",NA,NA,NA,"(Studer, 1878)","Near Threatened","",3.1,"Decreasing","Global","Acropora selago"
3540096,133081,"Acropora kirstyae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","kirstyae",NA,NA,NA,"Veron &amp; Wallace, 1984","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora kirstyae"
3540541,133010,"Acropora elseyi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","elseyi",NA,NA,NA,"(Brook, 1892)","Least Concern","",3.1,"Decreasing","Global","Acropora elseyi"
3541868,133011,"Pocillopora ankeli","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","POCILLOPORIDAE","Pocillopora","ankeli",NA,NA,NA,"Scheer &amp; Pillai, 1974","Vulnerable","A4c",3.1,"Unknown","Global","Pocillopora ankeli"
3542659,133012,"Montastraea franksi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Montastraea","franksi",NA,NA,NA,"(Gregory, 1895)","Vulnerable","A4ce",3.1,"Decreasing","Global","Orbicella franksi"
3544759,133014,"Goniopora polyformis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Goniopora","polyformis",NA,NA,NA,"Zou, 1980","Vulnerable","A4c",3.1,"Unknown","Global","Goniopora polyformis"
3545155,133086,"Acropora lamarcki","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","lamarcki",NA,NA,NA,"Veron, 2002","Data Deficient","",3.1,"Decreasing","Global","Acropora lamarcki"
3545567,133015,"Montipora millepora","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","millepora",NA,NA,NA,"Crossland, 1952","Least Concern","",3.1,"Decreasing","Global","Montipora millepora"
3547919,133017,"Acropora plana","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","plana",NA,NA,NA,"Nemenzo, 1967","Data Deficient","",3.1,"Decreasing","Global","Acropora tenuis"
3548292,133089,"Echinophyllia patula","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Echinophyllia","patula",NA,NA,NA,"(Hodgson &amp; Ross, 1982)","Least Concern","",3.1,"Unknown","Global","Echinophyllia patula"
3548723,133018,"Acropora minuta","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","minuta",NA,NA,NA,"Veron, 2002","Data Deficient","",3.1,"Decreasing","Global","Acropora palmerae"
3549807,133019,"Galaxea cryptoramosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","OCULINIDAE","Galaxea","cryptoramosa",NA,NA,NA,"Fenner &amp; Veron, 2000","Vulnerable","A4c",3.1,"Unknown","Global","Galaxea cryptoramosa"
3551566,133092,"Astreopora incrustans","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Astreopora","incrustans",NA,NA,NA,"Bernard, 1896","Vulnerable","A4ce",3.1,"Decreasing","Global","Astreopora incrustans"
3552627,133093,"Alveopora daedalea","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Alveopora","daedalea",NA,NA,NA,"Forskål, 1775","Vulnerable","A4c",3.1,"Unknown","Global","Alveopora daedalea"
3553102,133022,"Montipora niugini","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","niugini",NA,NA,NA,"Veron, 2002","Near Threatened","",3.1,"Decreasing","Global","Montipora niugini"
3553544,133094,"Psammocora nierstraszi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","SIDERASTREIDAE","Psammocora","nierstraszi",NA,NA,NA,"Horst 1921","Least Concern","",3.1,"Stable","Global","Psammocora nierstraszi"
3556040,133096,"Porites columnaris","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","columnaris",NA,NA,NA,"Klunzinger, 1879","Least Concern","",3.1,"Unknown","Global","Porites columnaris"
3557383,133026,"Mycedium mancaoi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Mycedium","mancaoi",NA,NA,NA,"Nemenzo, 1979","Least Concern","",3.1,"Unknown","Global","Mycedium mancaoi"
3558498,133027,"Siderastrea radians","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","SIDERASTREIDAE","Siderastrea","radians",NA,NA,NA,"(Pallas 1766)","Least Concern","",3.1,"Stable","Global","Siderastrea radians"
3560174,133100,"Agaricia undata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Agaricia","undata",NA,NA,NA,"(Ellis &amp; Solander, 1786)","Data Deficient","",3.1,"Unknown","Global","Agaricia undata"
3561302,133101,"Goniastrea minuta","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Goniastrea","minuta",NA,NA,NA,"Veron, 2002","Near Threatened","",3.1,"Decreasing","Global","Goniastrea minuta"
3561794,133030,"Acropora tutuilensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","tutuilensis",NA,NA,NA,"Hoffmeister, 1925","Data Deficient","",3.1,"Decreasing","Global","Acropora abrotanoides"
3562254,133102,"Dichocoenia stokesii","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MEANDRINIDAE","Dichocoenia","stokesii",NA,NA,NA,"Milne Edwards &amp; Haime, 1848","Vulnerable","A4c",3.1,"Decreasing","Global","Dichocoenia stokesii"
3562717,133031,"Montipora effusa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","effusa",NA,NA,NA,"Dana, 1846","Near Threatened","",3.1,"Decreasing","Global","Montipora effusa"
3563274,133103,"Acropora pinguis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","pinguis",NA,NA,NA,"Wells, 1950","Data Deficient","",3.1,"Decreasing","Global","Acropora robusta"
3563709,133032,"Lobophyllia flabelliformis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Lobophyllia","flabelliformis",NA,NA,NA,"Veron, 2002","Vulnerable","A4ce",3.1,"Unknown","Global","Lobophyllia flabelliformis"
3564103,133104,"Acropora elegantula","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","elegantula",NA,NA,NA,"(Ortmann, 1889)","Data Deficient","",3.1,"Unknown","Global","Acropora elegantula"
3564383,133033,"Acropora pulchra","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","pulchra",NA,NA,NA,"(Brook, 1891)","Least Concern","",3.1,"Decreasing","Global","Acropora pulchra"
3566820,133035,"Acropora insignis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","insignis",NA,NA,NA,"Nemenzo, 1967","Data Deficient","",3.1,"Decreasing","Global","Acropora selago"
3567265,133107,"Porites attenuata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","attenuata",NA,NA,NA,"Nemenzo, 1955","Vulnerable","A4cde",3.1,"Unknown","Global","Porites attenuata"
3567705,133036,"Fungia curvata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Fungia","curvata",NA,NA,NA,"(Hoeksema, 1989)","Vulnerable","A4c",3.1,"Unknown","Global","Cycloseris curvata"
3568247,133108,"Hydnophora bonsai","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MERULINIDAE","Hydnophora","bonsai",NA,NA,NA,"Veron 1990","Endangered","A4c",3.1,"Unknown","Global","Hydnophora bonsai"
3568568,133037,"Mycetophyllia reesi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Mycetophyllia","reesi",NA,NA,NA,"Wells, 1973","Data Deficient","",3.1,"Unknown","Global","Mycetophyllia reesi"
3569019,133109,"Galaxea acrhelia","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","OCULINIDAE","Galaxea","acrhelia",NA,NA,NA,"Veron, 2002","Vulnerable","A4c",3.1,"Unknown","Global","Galaxea acrhelia"
3570015,133110,"Ctenactis crassa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Ctenactis","crassa",NA,NA,NA,"(Dana, 1846)","Least Concern","",3.1,"Unknown","Global","Ctenactis crassa"
3570554,133039,"Turbinaria conspicua","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","DENDROPHYLLIIDAE","Turbinaria","conspicua",NA,NA,NA,"Bernard, 1896","Least Concern","",3.1,"Unknown","Global","Turbinaria conspicua"
3570858,133111,"Montipora saudii","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","saudii",NA,NA,NA,"Turak DeVantier &amp; Veron, 2000","Near Threatened","",3.1,"Decreasing","Global","Montipora saudii"
3571197,133040,"Echinopora mammiformis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Echinopora","mammiformis",NA,NA,NA,"(Nemenzo, 1959)","Near Threatened","",3.1,"Decreasing","Global","Echinopora mammiformis"
3571758,133112,"Acropora caroliniana","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","caroliniana",NA,NA,NA,"Nemenzo, 1976","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora caroliniana"
3572830,133113,"Montipora cactus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","cactus",NA,NA,NA,"Bernard, 1897","Vulnerable","A4ce",3.1,"Decreasing","Global","Montipora cactus"
3573218,133042,"Millepora complanata","ANIMALIA","CNIDARIA","MILLEPORINA","HYDROZOA","MILLEPORIDAE","Millepora","complanata",NA,NA,NA,"Lamarck 1816","Least Concern","",3.1,"Stable","Global","Millepora complanata"
3573682,133114,"Duncanopsammia axifuga","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","DENDROPHYLLIIDAE","Duncanopsammia","axifuga",NA,NA,NA,"(Milne Edwards &amp; Haime, 1848)","Near Threatened","",3.1,"Unknown","Global","Duncanopsammia axifuga"
3574580,133115,"Acropora retusa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","retusa",NA,NA,NA,"(Dana, 1846)","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora retusa"
3577184,133118,"Porites sillimaniana","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","sillimaniana",NA,NA,NA,"Nemenzo, 1976","Vulnerable","A4cde",3.1,"Unknown","Global","Porites sillimaniani"
3577639,133047,"Mycetophyllia aliciae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Mycetophyllia","aliciae",NA,NA,NA,"Wells, 1973","Least Concern","",3.1,"Stable","Global","Mycetophyllia aliciae"
3578094,133119,"Plerogyra cauliformis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","EUPHYLLIDAE","Plerogyra","cauliformis",NA,NA,NA,"Ditlev, 2003","Data Deficient","",3.1,"Unknown","Global","Plerogyra cauliformis"
3578380,133048,"Astreopora suggesta","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Astreopora","suggesta",NA,NA,NA,"Wells, 1954","Least Concern","",3.1,"Decreasing","Global","Astreopora suggesta"
3578932,133120,"Acropora latistella","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","latistella",NA,NA,NA,"(Brook, 1891)","Least Concern","",3.1,"Decreasing","Global","Acropora latistella"
3580319,133121,"Siderastrea glynni","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","SIDERASTREIDAE","Siderastrea","glynni",NA,NA,NA,"Budd &amp; Guzman, 1994","Critically Endangered","B2ab(iii,iv,v)",3.1,"Stable","Global","Siderastrea siderea"
3580548,133050,"Acropora vermiculata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","vermiculata",NA,NA,NA,"Nemenzo, 1967","Data Deficient","",3.1,"Decreasing","Global","Acropora sarmentosa"
3580943,133122,"Acropora plantaginea","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","plantaginea",NA,NA,NA,"(Lamarck, 1816)","Data Deficient","",3.1,"Decreasing","Global","Acropora plantaginea"
3581313,133051,"Goniopora norfolkensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Goniopora","norfolkensis",NA,NA,NA,"Veron &amp; Pichon, 1982","Least Concern","",3.1,"Unknown","Global","Goniopora norfolkensis"
3581754,133123,"Porites cumulatus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","cumulatus",NA,NA,NA,"Nemenzo, 1955","Vulnerable","A4cde",3.1,"Unknown","Global","Porites cumulatus"
3582144,133052,"Echinopora irregularis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Echinopora","irregularis",NA,NA,NA,"Veron Turak &amp; DeVantier, 2000","Data Deficient","",3.1,"Decreasing","Global","Echinopora irregularis"
3582471,133124,"Dendrogyra cylindrus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MEANDRINIDAE","Dendrogyra","cylindrus",NA,NA,NA,"Ehrenberg, 1834","Vulnerable","A4ce",3.1,"Stable","Global","Dendrogyra cylindrus"
3582924,133053,"Scolymia cubensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Scolymia","cubensis",NA,NA,NA,"(Milne Edwards &amp; Haime, 1849)","Least Concern","",3.1,"Unknown","Global","Scolymia cubensis"
3583402,133125,"Acropora fenneri","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","fenneri",NA,NA,NA,"Veron, 2002","Data Deficient","",3.1,"Decreasing","Global","Acropora fenneri"
3584398,133126,"Symphyllia hassi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Symphyllia","hassi",NA,NA,NA,"Pillai &amp; Scheer, 1976","Vulnerable","A4c",3.1,"Unknown","Global","Lobophyllia hassi"
3586145,133056,"Montipora spongiosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","spongiosa",NA,NA,NA,"(Ehrenberg, 1834)","Least Concern","",3.1,"Decreasing","Global","Montipora spongiosa"
3586482,133128,"Acropora pruinosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","pruinosa",NA,NA,NA,"(Brook, 1893)","Data Deficient","",3.1,"Decreasing","Global","Acropora pruinosa"
3586802,133057,"Euphyllia paradivisa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","EUPHYLLIDAE","Euphyllia","paradivisa",NA,NA,NA,"Veron, 1990","Vulnerable","A4cd",3.1,"Unknown","Global","Fimbriaphyllia paradivisa"
3587170,133129,"Astreopora ocellata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Astreopora","ocellata",NA,NA,NA,"Bernard, 1896","Least Concern","",3.1,"Decreasing","Global","Astreopora ocellata"
3588362,133130,"Acropora paragemmifera","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","paragemmifera",NA,NA,NA,"Claereboudt, 2006","Data Deficient","",3.1,"Decreasing","Global","Acropora paragemmifera"
3588650,133059,"Platygyra verweyi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Platygyra","verweyi",NA,NA,NA,"Wijsman-Best, 1976","Near Threatened","",3.1,"Decreasing","Global","Platygyra verweyi"
3589084,133065,"Tubipora musica","ANIMALIA","CNIDARIA","ALCYONACEA","ANTHOZOA","TUBIPORIDAE","Tubipora","musica",NA,NA,NA,"Linnaeus 1758","Near Threatened","",3.1,"Unknown","Global","Tubipora musica"
3589759,133131,"Montipora friabilis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","friabilis",NA,NA,NA,"Bernard, 1897","Vulnerable","A4ce",3.1,"Decreasing","Global","Montipora friabilis"
3591441,133067,"Platygyra yaeyamaensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Platygyra","yaeyamaensis",NA,NA,NA,"Eguchi &amp; Shirai, 1977","Vulnerable","A4c",3.1,"Decreasing","Global","Platygyra yaeyamaensis"
3591848,133133,"Acropora abrolhosensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","abrolhosensis",NA,NA,NA,"Veron, 1985","Vulnerable","A4cde",3.1,"Decreasing","Global","Acropora abrolhosensis"
3592271,133068,"Platygyra sinensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Platygyra","sinensis",NA,NA,NA,"(Milne Edwards &amp; Haime, 1849)","Least Concern","",3.1,"Decreasing","Global","Platygyra sinensis"
3592972,133134,"Montastraea annularis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Montastraea","annularis",NA,NA,NA,"(Ellis &amp; Solander, 1786)","Endangered","A2ace",3.1,"Decreasing","Global","Orbicella annularis"
3593444,133069,"Astreopora cucullata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Astreopora","cucullata",NA,NA,NA,"Lamberts, 1980","Vulnerable","A4ce",3.1,"Decreasing","Global","Astreopora cucullata"
3593982,133135,"Madracis pharensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ASTROCOENIIDAE","Madracis","pharensis",NA,NA,NA,"(Heller, 1868)","Least Concern","",3.1,"Stable","Global","Madracis pharensis"
3596557,133072,"Montipora echinata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","echinata",NA,NA,NA,"Veron DeVantier &amp; Turak, 2000","Data Deficient","",3.1,"Decreasing","Global","Montipora echinata"
3596874,133138,"Acropora parapharaonis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","parapharaonis",NA,NA,NA,"Veron, 2002","Data Deficient","",3.1,"Decreasing","Global","Acropora valida"
3597197,133073,"Porites bernardi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","bernardi",NA,NA,NA,"Vaughan, 1907","Least Concern","",3.1,"Unknown","Global","Porites gabonensis"
3598100,133074,"Goniastrea deformis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Goniastrea","deformis",NA,NA,NA,"Veron, 1990","Vulnerable","A4c",3.1,"Decreasing","Global","Paragoniastrea deformis"
3599075,133141,"Schizoculina fissipara","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","OCULINIDAE","Schizoculina","fissipara",NA,NA,NA,"(Milne Edwards &amp; Haime, 1850)","Data Deficient","",3.1,"Unknown","Global","Schizoculina fissipara"
3599798,133143,"Millepora squarrosa","ANIMALIA","CNIDARIA","MILLEPORINA","HYDROZOA","MILLEPORIDAE","Millepora","squarrosa",NA,NA,NA,"Lamarck 1816","Least Concern","",3.1,"Decreasing","Global","Millepora squarrosa"
3600166,133144,"Millepora alcicornis","ANIMALIA","CNIDARIA","MILLEPORINA","HYDROZOA","MILLEPORIDAE","Millepora","alcicornis",NA,NA,NA,"Linneaus 1758","Least Concern","",3.1,"Stable","Global","Millepora alcicornis"
3600644,133145,"Stylocoeniella cocosensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ASTROCOENIIDAE","Stylocoeniella","cocosensis",NA,NA,NA,"Veron, 1990","Vulnerable","A4c",3.1,"Unknown","Global","Stylocoeniella cocosensis"
3601023,133146,"Turbinaria frondens","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","DENDROPHYLLIIDAE","Turbinaria","frondens",NA,NA,NA,"(Dana, 1846)","Least Concern","",3.1,"Unknown","Global","Turbinaria frondens"
3601675,133147,"Leptoseris yabei","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Leptoseris","yabei",NA,NA,NA,"(Pillai &amp; Scheer, 1976)","Vulnerable","A4ce",3.1,"Unknown","Global","Leptoseris yabei"
3602794,133149,"Goniopora ciliatus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Goniopora","ciliatus",NA,NA,NA,"Veron, 2002","Least Concern","",3.1,"Unknown","Global","Goniopora ciliatus"
3603143,133150,"Porites aranetai","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","aranetai",NA,NA,NA,"Nemenzo, 1955","Vulnerable","A4cde",3.1,"Unknown","Global","Porites aranetai"
3603565,133151,"Favia lacuna","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favia","lacuna",NA,NA,NA,"Veron Turak &amp; DeVantier, 2000","Near Threatened","",3.1,"Decreasing","Global","Dipsastraea lacuna"
3603924,133152,"Lobophyllia pachysepta","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Lobophyllia","pachysepta",NA,NA,NA,"Chevalier, 1975","Near Threatened","",3.1,"Unknown","Global","Acanthastrea pachysepta"
3604404,133153,"Agaricia fragilis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Agaricia","fragilis",NA,NA,NA,"Dana, 1848","Data Deficient","",3.1,"Unknown","Global","Agaricia fragilis"
3604872,133154,"Echinophyllia pectinata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Echinophyllia","pectinata",NA,NA,NA,"Veron, 2002","Data Deficient","",3.1,"Unknown","Global","Echinophyllia pectinata"
3605234,133155,"Diploria strigosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Diploria","strigosa",NA,NA,NA,"(Dana, 1848)","Least Concern","",3.1,"Stable","Global","Pseudodiploria strigosa"
3606283,133157,"Scolymia vitiensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Scolymia","vitiensis",NA,NA,NA,"Brüggemann, 1878","Near Threatened","",3.1,"Unknown","Global","Lobophyllia vitiensis"
3607479,133159,"Plesiastrea devantieri","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Plesiastrea","devantieri",NA,NA,NA,"Veron, 2002","Near Threatened","",3.1,"Decreasing","Global","Astrea devantieri"
3607835,133160,"Acropora austera","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","austera",NA,NA,NA,"(Dana, 1846)","Near Threatened","",3.1,"Decreasing","Global","Acropora austera"
3608479,133161,"Platygyra contorta","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Platygyra","contorta",NA,NA,NA,"Veron, 1990","Least Concern","",3.1,"Decreasing","Global","Platygyra contorta"
3609003,133162,"Montastrea salebrosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Montastrea","salebrosa",NA,NA,NA,"(Nemenzo, 1959)","Vulnerable","A4c",3.1,"Decreasing","Global","Paramontastraea salebrosa"
3609430,133163,"Coscinaraea marshae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","SIDERASTREIDAE","Coscinaraea","marshae",NA,NA,NA,"Wells 1962","Least Concern","",3.1,"Unknown","Global","Coscinaraea marshae"
